Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment	Metadata_treatment_time	Metadata_cell_density
218363	C10	2951	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	C11	1829	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	D02	7295	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	D03	4207	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	D04	2615	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	D05	2086	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	D06	4213	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	D07	2581	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	D08	4920	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	D09	4097	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	D10	2315	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	D11	2192	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	E02	3868	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	E03	3050	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	E04	2173	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	E05	1520	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	E06	3250	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	E07	1329	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	E08	4314	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	E09	3777	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	E10	2083	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	E11	1316	218363	WT parental	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	F02	3959	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	F03	3453	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	F04	2581	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	F05	2001	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	F06	3825	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	F07	1796	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	F08	4338	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	F09	3471	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	F10	2154	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	F11	1802	218363	Clone A	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	G02	4546	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	G03	3957	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	G04	2560	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	G05	2171	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	G06	3217	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	G07	2043	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218363	G08	3462	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218363	G09	2914	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218363	G10	1960	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218363	G11	1556	218363	Clone E	218363	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
