Metadata_Plate	Metadata_Well	Metadata_Site	cell_count	Metadata_plate_map_name	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment
217766	B07	9	1078	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	10	986	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	11	1029	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	12	1437	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	13	1147	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	14	888	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	15	713	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	16	808	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B07	17	435	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B08	1	1797	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	2	1069	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	3	1448	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	4	1346	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	5	932	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	6	920	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	7	1303	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	8	936	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	9	781	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	10	765	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	11	982	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	12	866	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	13	766	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	14	545	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	15	555	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	16	558	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B08	17	543	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B09	1	1920	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	2	1200	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	3	1409	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	4	1168	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	5	949	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	6	820	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	7	1198	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	8	1011	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	9	1003	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	10	562	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	11	1094	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	12	819	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	13	782	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	14	517	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	15	602	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	16	579	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B09	17	589	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B10	1	2181	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	2	1447	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	3	1390	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	4	1561	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	5	1368	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	6	975	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	7	1584	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	8	1340	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	9	1188	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	10	1063	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	11	1430	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	12	1085	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	13	983	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	14	813	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	15	658	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	16	710	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B10	17	1124	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B11	1	1880	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	2	1140	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	3	874	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	4	768	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	5	942	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	6	990	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	7	800	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	8	794	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	9	1045	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	10	992	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	11	882	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	12	871	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	13	933	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	14	1117	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	15	587	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	16	1071	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B11	17	1267	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C02	1	1838	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	2	1444	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	3	1086	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	4	1811	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	5	1663	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	6	1649	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	7	1724	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	8	1706	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	9	1657	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	10	1518	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	11	1688	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	12	1588	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	13	1396	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	14	1375	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	15	1668	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	16	1232	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C02	17	802	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C03	1	1943	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	2	1503	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	3	1384	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	4	2021	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	5	1788	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	6	1952	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	7	1968	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	8	1715	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	9	1572	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	10	1735	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	11	1880	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	12	1551	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	13	1339	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	14	1296	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	15	1606	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	16	1368	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C03	17	1238	217766	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C04	1	1375	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	2	1405	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	3	1566	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	4	1509	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	5	1273	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	6	1306	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	7	1724	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	8	1380	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	9	1004	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	10	1013	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	11	1384	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	12	1035	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	13	921	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	14	729	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	15	1132	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	16	872	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C04	17	629	217766	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C05	1	990	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	2	997	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	3	1475	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	4	1325	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	5	1441	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	6	1318	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	7	1357	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	8	1212	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	9	992	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	10	889	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	11	1127	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	12	1062	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	13	927	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	14	861	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	15	820	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	16	822	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C05	17	611	217766	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C06	1	1213	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	2	1030	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	3	1017	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	4	1159	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	5	1102	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	6	1031	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	7	1006	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	8	1001	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	9	926	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	10	895	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	11	880	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	12	1076	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	13	750	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	14	814	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	15	1047	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	16	819	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C06	17	598	217766	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C07	1	1445	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	2	1511	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	3	1575	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	4	1226	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	5	1370	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	6	1422	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	7	1502	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	8	1369	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	9	1350	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	10	1370	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	11	1290	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	12	1513	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	13	1438	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	14	1390	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	15	1445	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	16	1395	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C07	17	814	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C08	1	1978	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	2	1548	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	3	1305	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	4	1625	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	5	1582	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	6	1528	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	7	1717	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	8	1554	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	9	1523	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	10	1329	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	11	1496	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	12	1364	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	13	999	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	14	1090	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	15	775	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	16	995	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C08	17	1031	217766	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C09	1	2127	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	2	1631	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	3	1860	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	4	1864	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	5	1602	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	6	1341	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	7	1889	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	8	1834	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	9	1435	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	10	1079	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	11	1494	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	12	1407	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	13	1095	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	14	787	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	15	1104	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	16	850	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C09	17	1005	217766	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C10	1	1992	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	2	1769	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	3	1905	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	4	2051	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	5	1735	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	6	1434	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	7	1971	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	8	1800	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	9	1433	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	10	1261	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	11	1432	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	12	1869	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	13	1517	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	14	1091	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	15	1455	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	16	1492	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C10	17	931	217766	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C11	1	1256	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	2	1355	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	3	1506	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	4	955	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	5	1271	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	6	1011	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	7	1129	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	8	1314	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	9	1266	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	10	1285	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	11	1135	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	12	1142	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	13	1006	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	14	1238	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	15	1078	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	16	1109	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C11	17	1441	217766	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	D02	1	1946	217766	BZ017	217766	20191122-20191119-HiDensity	DMSO
