Metadata_model_split	Metadata_Plate	metric	metric_value	dataset	shuffle	permutation
holdout	220055	avg_precision	0.4222222222222222	bortezomib	True	11
inference	MutClones	avg_precision	0.9746588693957114	bortezomib	True	11
inference	WTClones	avg_precision		bortezomib	True	11
test	219907	avg_precision	0.7333333333333334	bortezomib	True	11
test	219956	avg_precision	0.75	bortezomib	True	11
test	219973	avg_precision	0.39285714285714285	bortezomib	True	11
test	220039	avg_precision	0.42857142857142855	bortezomib	True	11
test	220040	avg_precision	0.6666666666666666	bortezomib	True	11
test	220055	avg_precision	0.5833333333333334	bortezomib	True	11
training	219907	avg_precision	0.5273109243697479	bortezomib	True	11
training	219956	avg_precision	0.5989304812834224	bortezomib	True	11
training	219973	avg_precision	0.5659223817118554	bortezomib	True	11
training	220039	avg_precision	0.5080213903743316	bortezomib	True	11
training	220040	avg_precision	0.5396825396825397	bortezomib	True	11
training	220055	avg_precision	0.49866310160427807	bortezomib	True	11
validation	219901	avg_precision	0.5380952380952381	bortezomib	True	11
holdout	219907	accuracy	0.5	bortezomib	True	12
holdout	219956	accuracy	0.45	bortezomib	True	12
holdout	219973	accuracy	0.5	bortezomib	True	12
holdout	220039	accuracy	0.45	bortezomib	True	12
holdout	220040	accuracy	0.5	bortezomib	True	12
holdout	220055	accuracy	0.45	bortezomib	True	12
inference	MutClones	accuracy	0.45614035087719296	bortezomib	True	12
inference	WTClones	accuracy	0.5625	bortezomib	True	12
test	219907	accuracy	0.2	bortezomib	True	12
test	219956	accuracy	0.6666666666666666	bortezomib	True	12
test	219973	accuracy	0.7142857142857143	bortezomib	True	12
test	220039	accuracy	0.14285714285714285	bortezomib	True	12
test	220040	accuracy	0.6	bortezomib	True	12
test	220055	accuracy	0.3333333333333333	bortezomib	True	12
training	219907	accuracy	0.45714285714285713	bortezomib	True	12
training	219956	accuracy	0.5882352941176471	bortezomib	True	12
training	219973	accuracy	0.5757575757575758	bortezomib	True	12
training	220039	accuracy	0.48484848484848486	bortezomib	True	12
training	220040	accuracy	0.45714285714285713	bortezomib	True	12
training	220055	accuracy	0.5882352941176471	bortezomib	True	12
validation	219901	accuracy	0.5666666666666667	bortezomib	True	12
holdout	219907	avg_precision	0.390625	bortezomib	True	12
holdout	219956	avg_precision	0.375	bortezomib	True	12
holdout	219973	avg_precision	0.38125000000000003	bortezomib	True	12
holdout	220039	avg_precision	0.38181818181818183	bortezomib	True	12
holdout	220040	avg_precision	0.390625	bortezomib	True	12
holdout	220055	avg_precision	0.38181818181818183	bortezomib	True	12
inference	MutClones	avg_precision	0.937441339975453	bortezomib	True	12
inference	WTClones	avg_precision		bortezomib	True	12
test	219907	avg_precision	0.5111111111111111	bortezomib	True	12
test	219956	avg_precision	0.7291666666666666	bortezomib	True	12
test	219973	avg_precision	0.2857142857142857	bortezomib	True	12
test	220039	avg_precision	0.42857142857142855	bortezomib	True	12
test	220040	avg_precision	0.45	bortezomib	True	12
test	220055	avg_precision	0.625	bortezomib	True	12
training	219907	avg_precision	0.46540616246498595	bortezomib	True	12
training	219956	avg_precision	0.5210084033613445	bortezomib	True	12
training	219973	avg_precision	0.5993265993265993	bortezomib	True	12
training	220039	avg_precision	0.5089126559714795	bortezomib	True	12
training	220040	avg_precision	0.4948646125116713	bortezomib	True	12
training	220055	avg_precision	0.5210084033613445	bortezomib	True	12
validation	219901	avg_precision	0.5025641025641026	bortezomib	True	12
holdout	219907	accuracy	0.6	bortezomib	True	13
holdout	219956	accuracy	0.6	bortezomib	True	13
holdout	219973	accuracy	0.25	bortezomib	True	13
holdout	220039	accuracy	0.6	bortezomib	True	13
holdout	220040	accuracy	0.7	bortezomib	True	13
holdout	220055	accuracy	0.45	bortezomib	True	13
inference	MutClones	accuracy	0.5263157894736842	bortezomib	True	13
inference	WTClones	accuracy	0.6458333333333334	bortezomib	True	13
test	219907	accuracy	0.6	bortezomib	True	13
test	219956	accuracy	1.0	bortezomib	True	13
test	219973	accuracy	0.42857142857142855	bortezomib	True	13
test	220039	accuracy	0.8571428571428571	bortezomib	True	13
test	220040	accuracy	0.6	bortezomib	True	13
test	220055	accuracy	0.5	bortezomib	True	13
training	219907	accuracy	0.45714285714285713	bortezomib	True	13
training	219956	accuracy	0.5588235294117647	bortezomib	True	13
training	219973	accuracy	0.3333333333333333	bortezomib	True	13
training	220039	accuracy	0.5454545454545454	bortezomib	True	13
training	220040	accuracy	0.5428571428571428	bortezomib	True	13
training	220055	accuracy	0.47058823529411764	bortezomib	True	13
validation	219901	accuracy	0.48333333333333334	bortezomib	True	13
holdout	219907	avg_precision	0.45	bortezomib	True	13
holdout	219956	avg_precision	0.4375	bortezomib	True	13
holdout	219973	avg_precision	0.36388888888888893	bortezomib	True	13
holdout	220039	avg_precision	0.4375	bortezomib	True	13
holdout	220040	avg_precision	0.5604166666666668	bortezomib	True	13
holdout	220055	avg_precision	0.39038461538461544	bortezomib	True	13
inference	MutClones	avg_precision	0.9567789204812798	bortezomib	True	13
inference	WTClones	avg_precision		bortezomib	True	13
test	219907	avg_precision	0.6444444444444444	bortezomib	True	13
test	219956	avg_precision	1.0	bortezomib	True	13
test	219973	avg_precision	0.2857142857142857	bortezomib	True	13
test	220039	avg_precision	0.8095238095238095	bortezomib	True	13
test	220040	avg_precision	0.5	bortezomib	True	13
test	220055	avg_precision	0.6166666666666666	bortezomib	True	13
training	219907	avg_precision	0.4655462184873949	bortezomib	True	13
training	219956	avg_precision	0.5019607843137255	bortezomib	True	13
training	219973	avg_precision	0.49831649831649827	bortezomib	True	13
training	220039	avg_precision	0.5416348357524827	bortezomib	True	13
training	220040	avg_precision	0.5396825396825397	bortezomib	True	13
training	220055	avg_precision	0.4537377450980392	bortezomib	True	13
validation	219901	avg_precision	0.45619047619047626	bortezomib	True	13
holdout	219907	accuracy	0.5	bortezomib	True	14
holdout	219956	accuracy	0.35	bortezomib	True	14
holdout	219973	accuracy	0.45	bortezomib	True	14
holdout	220039	accuracy	0.35	bortezomib	True	14
holdout	220040	accuracy	0.3	bortezomib	True	14
holdout	220055	accuracy	0.5	bortezomib	True	14
inference	MutClones	accuracy	0.5087719298245614	bortezomib	True	14
inference	WTClones	accuracy	0.6041666666666666	bortezomib	True	14
test	219907	accuracy	0.4	bortezomib	True	14
test	219956	accuracy	0.5	bortezomib	True	14
test	219973	accuracy	0.5714285714285714	bortezomib	True	14
test	220039	accuracy	0.2857142857142857	bortezomib	True	14
test	220040	accuracy	0.4	bortezomib	True	14
test	220055	accuracy	0.3333333333333333	bortezomib	True	14
training	219907	accuracy	0.45714285714285713	bortezomib	True	14
training	219956	accuracy	0.6176470588235294	bortezomib	True	14
training	219973	accuracy	0.3939393939393939	bortezomib	True	14
training	220039	accuracy	0.48484848484848486	bortezomib	True	14
training	220040	accuracy	0.5428571428571428	bortezomib	True	14
training	220055	accuracy	0.5	bortezomib	True	14
validation	219901	accuracy	0.48333333333333334	bortezomib	True	14
holdout	219907	avg_precision	0.390625	bortezomib	True	14
holdout	219956	avg_precision	0.3555555555555556	bortezomib	True	14
holdout	219973	avg_precision	0.375	bortezomib	True	14
holdout	220039	avg_precision	0.3555555555555556	bortezomib	True	14
holdout	220040	avg_precision	0.4	bortezomib	True	14
holdout	220055	avg_precision	0.38125000000000003	bortezomib	True	14
inference	MutClones	avg_precision	0.9727095516569201	bortezomib	True	14
inference	WTClones	avg_precision		bortezomib	True	14
test	219907	avg_precision	0.6	bortezomib	True	14
test	219956	avg_precision	0.6666666666666666	bortezomib	True	14
test	219973	avg_precision	0.4	bortezomib	True	14
test	220039	avg_precision	0.42857142857142855	bortezomib	True	14
test	220040	avg_precision	0.4	bortezomib	True	14
test	220055	avg_precision	0.625	bortezomib	True	14
training	219907	avg_precision	0.46586134453781514	bortezomib	True	14
training	219956	avg_precision	0.5450851393188855	bortezomib	True	14
training	219973	avg_precision	0.5131313131313131	bortezomib	True	14
training	220039	avg_precision	0.5080213903743316	bortezomib	True	14
training	220040	avg_precision	0.5383928571428571	bortezomib	True	14
training	220055	avg_precision	0.47232972136222906	bortezomib	True	14
validation	219901	avg_precision	0.45527950310559007	bortezomib	True	14
holdout	219907	accuracy	0.45	bortezomib	True	15
holdout	219956	accuracy	0.55	bortezomib	True	15
holdout	219973	accuracy	0.7	bortezomib	True	15
holdout	220039	accuracy	0.6	bortezomib	True	15
holdout	220040	accuracy	0.45	bortezomib	True	15
holdout	220055	accuracy	0.45	bortezomib	True	15
inference	MutClones	accuracy	0.40350877192982454	bortezomib	True	15
inference	WTClones	accuracy	0.4375	bortezomib	True	15
test	219907	accuracy	0.6	bortezomib	True	15
test	219956	accuracy	0.6666666666666666	bortezomib	True	15
test	219973	accuracy	0.42857142857142855	bortezomib	True	15
test	220039	accuracy	0.42857142857142855	bortezomib	True	15
test	220040	accuracy	0.4	bortezomib	True	15
test	220055	accuracy	0.16666666666666666	bortezomib	True	15
training	219907	accuracy	0.6	bortezomib	True	15
training	219956	accuracy	0.4411764705882353	bortezomib	True	15
training	219973	accuracy	0.45454545454545453	bortezomib	True	15
training	220039	accuracy	0.45454545454545453	bortezomib	True	15
training	220040	accuracy	0.45714285714285713	bortezomib	True	15
training	220055	accuracy	0.5294117647058824	bortezomib	True	15
validation	219901	accuracy	0.5166666666666667	bortezomib	True	15
holdout	219907	avg_precision	0.375	bortezomib	True	15
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	15
holdout	219973	avg_precision	0.5333333333333333	bortezomib	True	15
holdout	220039	avg_precision	0.4375	bortezomib	True	15
holdout	220040	avg_precision	0.38181818181818183	bortezomib	True	15
holdout	220055	avg_precision	0.37142857142857144	bortezomib	True	15
inference	MutClones	avg_precision	0.9348602988953865	bortezomib	True	15
inference	WTClones	avg_precision		bortezomib	True	15
test	219907	avg_precision	0.7333333333333334	bortezomib	True	15
test	219956	avg_precision	0.8333333333333333	bortezomib	True	15
test	219973	avg_precision	0.26785714285714285	bortezomib	True	15
test	220039	avg_precision	0.39682539682539686	bortezomib	True	15
test	220040	avg_precision	0.3666666666666667	bortezomib	True	15
test	220055	avg_precision	0.5833333333333334	bortezomib	True	15
training	219907	avg_precision	0.5460207612456748	bortezomib	True	15
training	219956	avg_precision	0.4437217194570136	bortezomib	True	15
training	219973	avg_precision	0.5303030303030303	bortezomib	True	15
training	220039	avg_precision	0.4985145573380867	bortezomib	True	15
training	220040	avg_precision	0.4948646125116713	bortezomib	True	15
training	220055	avg_precision	0.4852941176470588	bortezomib	True	15
validation	219901	avg_precision	0.47122153209109735	bortezomib	True	15
holdout	219907	accuracy	0.6	bortezomib	True	16
holdout	219956	accuracy	0.5	bortezomib	True	16
holdout	219973	accuracy	0.55	bortezomib	True	16
holdout	220039	accuracy	0.5	bortezomib	True	16
holdout	220040	accuracy	0.45	bortezomib	True	16
holdout	220055	accuracy	0.5	bortezomib	True	16
inference	MutClones	accuracy	0.3157894736842105	bortezomib	True	16
inference	WTClones	accuracy	0.625	bortezomib	True	16
test	219907	accuracy	1.0	bortezomib	True	16
test	219956	accuracy	0.6666666666666666	bortezomib	True	16
test	219973	accuracy	0.5714285714285714	bortezomib	True	16
test	220039	accuracy	0.7142857142857143	bortezomib	True	16
test	220040	accuracy	0.4	bortezomib	True	16
test	220055	accuracy	0.3333333333333333	bortezomib	True	16
training	219907	accuracy	0.5428571428571428	bortezomib	True	16
training	219956	accuracy	0.47058823529411764	bortezomib	True	16
training	219973	accuracy	0.42424242424242425	bortezomib	True	16
training	220039	accuracy	0.5454545454545454	bortezomib	True	16
training	220040	accuracy	0.5142857142857142	bortezomib	True	16
training	220055	accuracy	0.5882352941176471	bortezomib	True	16
validation	219901	accuracy	0.5333333333333333	bortezomib	True	16
holdout	219907	avg_precision	0.45	bortezomib	True	16
holdout	219956	avg_precision	0.390625	bortezomib	True	16
holdout	219973	avg_precision	0.4222222222222222	bortezomib	True	16
holdout	220039	avg_precision	0.4	bortezomib	True	16
holdout	220040	avg_precision	0.39038461538461544	bortezomib	True	16
holdout	220055	avg_precision	0.4	bortezomib	True	16
inference	MutClones	avg_precision	0.9307992202729044	bortezomib	True	16
inference	WTClones	avg_precision		bortezomib	True	16
test	219907	avg_precision	1.0	bortezomib	True	16
test	219956	avg_precision	0.8333333333333333	bortezomib	True	16
test	219973	avg_precision	0.4	bortezomib	True	16
test	220039	avg_precision	0.5873015873015873	bortezomib	True	16
test	220040	avg_precision	0.4	bortezomib	True	16
test	220055	avg_precision	0.5833333333333333	bortezomib	True	16
training	219907	avg_precision	0.5088482451804252	bortezomib	True	16
training	219956	avg_precision	0.4537377450980392	bortezomib	True	16
training	219973	avg_precision	0.5095693779904306	bortezomib	True	16
training	220039	avg_precision	0.5416348357524827	bortezomib	True	16
training	220040	avg_precision	0.5236874236874237	bortezomib	True	16
training	220055	avg_precision	0.5210084033613445	bortezomib	True	16
validation	219901	avg_precision	0.47857142857142854	bortezomib	True	16
holdout	219907	accuracy	0.6	bortezomib	True	17
holdout	219956	accuracy	0.5	bortezomib	True	17
holdout	219973	accuracy	0.35	bortezomib	True	17
holdout	220039	accuracy	0.4	bortezomib	True	17
holdout	220040	accuracy	0.4	bortezomib	True	17
holdout	220055	accuracy	0.65	bortezomib	True	17
inference	MutClones	accuracy	0.38596491228070173	bortezomib	True	17
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	17
test	219907	accuracy	0.6	bortezomib	True	17
test	219956	accuracy	0.16666666666666666	bortezomib	True	17
test	219973	accuracy	0.5714285714285714	bortezomib	True	17
test	220039	accuracy	0.5714285714285714	bortezomib	True	17
test	220040	accuracy	0.2	bortezomib	True	17
test	220055	accuracy	0.6666666666666666	bortezomib	True	17
training	219907	accuracy	0.5142857142857142	bortezomib	True	17
training	219956	accuracy	0.5882352941176471	bortezomib	True	17
training	219973	accuracy	0.6666666666666666	bortezomib	True	17
training	220039	accuracy	0.5151515151515151	bortezomib	True	17
training	220040	accuracy	0.42857142857142855	bortezomib	True	17
training	220055	accuracy	0.5882352941176471	bortezomib	True	17
validation	219901	accuracy	0.4666666666666667	bortezomib	True	17
holdout	219907	avg_precision	0.4375	bortezomib	True	17
holdout	219956	avg_precision	0.390625	bortezomib	True	17
holdout	219973	avg_precision	0.3555555555555556	bortezomib	True	17
holdout	220039	avg_precision	0.3625	bortezomib	True	17
holdout	220040	avg_precision	0.37083333333333335	bortezomib	True	17
holdout	220055	avg_precision	0.49722222222222223	bortezomib	True	17
inference	MutClones	avg_precision	0.9199220272904483	bortezomib	True	17
inference	WTClones	avg_precision		bortezomib	True	17
test	219907	avg_precision	0.6444444444444444	bortezomib	True	17
test	219956	avg_precision	0.5833333333333334	bortezomib	True	17
test	219973	avg_precision	0.30952380952380953	bortezomib	True	17
test	220039	avg_precision	0.45238095238095244	bortezomib	True	17
test	220040	avg_precision	0.4	bortezomib	True	17
test	220055	avg_precision	0.8333333333333333	bortezomib	True	17
training	219907	avg_precision	0.49159663865546216	bortezomib	True	17
training	219956	avg_precision	0.5210084033613445	bortezomib	True	17
training	219973	avg_precision	0.6697746697746698	bortezomib	True	17
training	220039	avg_precision	0.5207537560478737	bortezomib	True	17
training	220040	avg_precision	0.4857142857142857	bortezomib	True	17
training	220055	avg_precision	0.5222886029411764	bortezomib	True	17
validation	219901	avg_precision	0.4481601731601732	bortezomib	True	17
holdout	219907	accuracy	0.75	bortezomib	True	18
holdout	219956	accuracy	0.6	bortezomib	True	18
holdout	219973	accuracy	0.55	bortezomib	True	18
holdout	220039	accuracy	0.3	bortezomib	True	18
holdout	220040	accuracy	0.5	bortezomib	True	18
holdout	220055	accuracy	0.8	bortezomib	True	18
inference	MutClones	accuracy	0.47368421052631576	bortezomib	True	18
inference	WTClones	accuracy	0.5416666666666666	bortezomib	True	18
